"","web_address","title","doi","type","pdf","english","search","uses_data"
"127","https://www.researchgate.net/profile/Tanvir-Ahammad/publication/362438661_Risk_factors_identification_for_stroke_prognosis_using_machine_learning_algorithms/links/63248a12071ea12e363a6ebb/Risk-factor-identification-for-stroke-prognosis-using-machine-learning-algorithms.pdf","Risk factor identification for stroke prognosis using machine-learning algorithms","10.5455/jjcit.71-1652725746","article","yes","yes","stroke","yes"
"128","https://www.mdpi.com/2079-9292/14/10/2011","Defending Federated Learning from Collaborative Poisoning Attacks: A Clique-Based Detection Framework","10.3390/electronics14102011","article","yes","yes","stroke","yes"
"129","https://www.mdpi.com/2306-5729/10/4/54","A Partition-Based Hybrid Algorithm for Effective Imbalanced Classification","10.3390/data10040054","article","yes","yes","stroke","yes"
"130","https://peerj.com/articles/cs-1684/","RDET stacking classifier: a novel machine learning based approach for stroke prediction using imbalance data","10.7717/peerj-cs.1684","article","yes","yes","stroke","yes"
"131","https://www.nature.com/articles/s41598-024-82838-1","SRADHO: statistical reduction approach with deep hyper optimization for disease classification using artificial intelligence","10.1038/s41598-024-82838-1","article","yes","yes","stroke","yes"
"132","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12454/1245420/Stroke-prediction-based-on-improved-machine-learning-algorithm/10.1117/12.2659156.short","Stroke prediction based on improved machine learning algorithm","10.1117/12.2659156","article","yes","yes","stroke","yes"
"133","https://journals.sagepub.com/doi/full/10.3233/WEB-230248","A framework of Polar CanisFel optimization-based deep ensemble classifier with graph embedding for imbalanced data classification","10.3233/WEB-230248","article","yes","yes","stroke","yes"
"134","https://www.davidpublisher.com/Public/uploads/Contribute/61d510ca673c3.pdf","Stroke Prediction","10.17265/2159-5275/2021.06.004 ","article","yes","yes","stroke","yes"
"135","https://www.researchgate.net/profile/Samaa-Ahmed-5/publication/366757731_A_Machine_Learning_Ensemble_Classifier_for_Prediction_of_Brain_Strokes/links/64a2ea348de7ed28ba71dd15/A-Machine-Learning-Ensemble-Classifier-for-Prediction-of-Brain-Strokes.pdf","A Machine Learning Ensemble Classifier for Prediction of Brain Strokes","10.14569/IJACSA.2022.0131232","article","yes","yes","stroke","yes"
"136","https://dergipark.org.tr/en/pub/bitlisfen/article/1539189","Detection of Stroke (Cerebrovascular Accident) Using Machine Learning Methods","10.17798/bitlisfen.1539189","article","yes","yes","stroke","yes"
"137","https://mail.etasr.com/index.php/ETASR/article/view/9031","An Intuitive Approach on Transfer Learning with an IBF+IHP Model for Stroke Classification and Prediction","10.48084/etasr.9031","article","yes","yes","stroke","yes"
"138","https://pubs.aip.org/aip/acp/article/3302/1/050006/3339794/K-Prototype-algorithm-to-identify-the","K-Prototype algorithm to identify the characteristic of stroke patients","10.1063/5.0262464","article","yes","yes","stroke","yes"
"139","https://ieeexplore.ieee.org/abstract/document/10114402/","Ask Your Data—Supporting Data Science Processes by Combining AutoML and Conversational Interfaces","10.1109/ACCESS.2023.3272503","article","yes","yes","stroke","yes"
"140","https://www.researchgate.net/profile/Krishnaraj-Chadaga/publication/372826826_Multiple_Explainable_Approaches_to_Predict_the_Risk_of_Stroke_Using_Artificial_Intelligence/links/64c9b991a349403db41b38ad/Multiple-Explainable-Approaches-to-Predict-the-Risk-of-Stroke-Using-Artificial-Intelligence.pdf","Multiple Explainable Approaches to Predict the Risk of Stroke Using Artificial Intelligence","10.3390/info14080435","article","yes","yes","stroke","yes"
"141","https://www.mdpi.com/2075-4418/14/2/128","An Interpretable Approach with Explainable AI for Heart Stroke Prediction","10.3390/diagnostics14020128","article","yes","yes","stroke","yes"
"142","https://www.sciencedirect.com/science/article/pii/S1875213625003201","Machine learning approaches for cardiovascular disease prediction: A review","10.1016/j.acvd.2025.04.055","article","yes","yes","stroke","yes"
"143","https://www.sciencedirect.com/science/article/pii/S2352914825000528","Revolutionizing heart attack prognosis: Introducing an innovative regression model for prediction","10.1016/j.imu.2025.101664","article","yes","yes","stroke","yes"
"144","https://www.tandfonline.com/doi/full/10.1080/08839514.2022.2151179","Genetic Folding (GF) Algorithm with Minimal Kernel Operators to Predict Stroke Patients","10.1080/08839514.2022.2151179","article","yes","yes","stroke","yes"
"145","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0312914#sec046","Enhancing stroke disease classification through machine learning models via a novel voting system by feature selection techniques","10.1371/journal.pone.0312914","article","yes","yes","stroke","yes"
"146","https://www.mdpi.com/2571-5577/7/4/54","Towards Unlocking the Hidden Potentials of the Data-Centric AI Paradigm in the Modern Era","10.3390/asi7040054","article","yes","yes","stroke","yes"
"147","https://ieeexplore.ieee.org/abstract/document/10494753/","An Improved Concatenation of Deep Learning Models for Predicting and Interpreting Ischemic Stroke","10.1109/ACCESS.2024.3386220","article","yes","yes","stroke","yes"
"148","https://onlinelibrary.wiley.com/doi/full/10.1155/2021/7633381","Stroke Disease Detection and Prediction Using Robust Learning Approaches","10.1155/2021/7633381","article","yes","yes","stroke","yes"
"149","https://www.cureusjournals.com/articles/6211-detecting-brain-stroke-using-enhanced-ensemble-models-in-data-driven-healthcare-systems-for-the-future-factories.pdf","Detecting Brain Stroke Using Enhanced Ensemble Models in Data-Driven Healthcare Systems for the Future Factories","10.7759/s44389-025-06211-7","article","yes","yes","stroke","yes"
"150","https://scientifica.umyu.edu.ng/index.php/scientifica/article/view/95","Comparative analysis of resampling algorithms in the prediction of stroke diseases","10.56919/usci.2123.011","article","yes","yes","stroke","yes"
"151","https://www.universepg.com/public/img/storage/journal-pdf/Effective%20stroke%20prediction%20using%20machine%20learning%20algorithms.pdf","Effective Stroke Prediction using Machine Learning Algorithms ","10.34104/ajeit.024.026036","article","yes","yes","stroke","yes"
"152","https://iopscience.iop.org/article/10.1088/1742-6596/2560/1/012051/meta","Stroke Prediction Using the Trust Evaluation with Data Leakage Avoiding","10.1088/1742-6596/2560/1/012051","article","yes","yes","stroke","yes"
"153","https://link.springer.com/article/10.1007/s41870-023-01418-0","Brain stroke prediction model based on boosting and stacking ensemble approach","10.1007/s41870-023-01418-0","article","yes","yes","stroke","yes"
